city,date,pm25,pm10,no2,so2,aqi
Chennai,03-01-2024,261.2,174.7,57.6,44.2,216
Kolkata,03-01-2024,341.5,426.1,126.9,59.2,20
Bangalore,03-01-2024,389.1,392,87.4,94.7,179.1
Delhi,04-01-2024,331.2,300.1,62.2,39.6,484.8
Mumbai,04-01-2024,164.4,346.8,33.5,19.8,305.4
Chennai,04-01-2024,32.2,60.8,108.9,44.9,79.9
Kolkata,04-01-2024,401.6,85.7,35.2,33.1,479.5
Bangalore,04-01-2024,226.7,165.3,137.3,87.4,402.9
Delhi,05-01-2024,189.7,22.7,129.9,16.7,450.6
Mumbai,05-01-2024,457,3.7,60.1,28.2,67.8
Chennai,05-01-2024,430.6,267,108.5,18.1,410
Kolkata,05-01-2024,168.4,107.5,143.2,6,219.3
Bangalore,05-01-2024,198.9,100.3,82.9,79.2,142.1
Delhi,06-01-2024,256.8,425.7,81.9,29,458.9
Mumbai,06-01-2024,453.2,420.7,44.5,40.2,16.4
Chennai,06-01-2024,345.2,520,85,87.3,16.2
Kolkata,06-01-2024,415.5,458.8,99.2,12.1,355.9
Bangalore,06-01-2024,211.4,336,149.6,29.2,489.7
Delhi,07-01-2024,242.9,494.5,71.9,8.5,394.9
Mumbai,07-01-2024,356.7,437.7,107.7,53.8,21.6
Chennai,07-01-2024,104.2,443.9,116.8,17.1,478.3
Kolkata,07-01-2024,240,496,93.5,51.8,63.4
Bangalore,07-01-2024,13.7,299.8,94.9,55.3,152.9
Delhi,08-01-2024,432.6,189.8,24.1,38.7,53.5
Mumbai,08-01-2024,472.1,529.3,98.6,1.3,455.5
Chennai,08-01-2024,183,4,89.4,43.8,70.9
Kolkata,08-01-2024,264.7,246.2,26.3,11.7,321.9
Bangalore,08-01-2024,126.1,146.7,92.8,67.7,174.5
Delhi,09-01-2024,447.8,501.6,125.6,78.8,406.6
Mumbai,09-01-2024,238.2,491.5,40,4.6,98.4
Chennai,09-01-2024,261.2,75.1,67.9,16.2,190.3
Kolkata,09-01-2024,146.6,214.4,73.1,27,250.6
Bangalore,09-01-2024,16.2,379.8,57,82.7,298.8
Delhi,10-01-2024,334.5,599.8,73.6,26.1,174.7
Mumbai,10-01-2024,272.9,92.3,124.2,88.7,69.1
Chennai,10-01-2024,409.2,167.4,29.2,43.4,13.8
Kolkata,10-01-2024,113,299.3,5,47.7,45.8
Bangalore,10-01-2024,54.5,137.8,86.4,20.9,117.1
Delhi,11-01-2024,136.5,586.5,1.8,59.9,190.6
Mumbai,11-01-2024,346.8,329,63.3,53.3,450.2
Chennai,11-01-2024,486,351,2.9,3.9,166.2
Kolkata,11-01-2024,459.7,46.4,122.2,55.8,118.1
Bangalore,11-01-2024,494,181.5,58.3,7.2,6.3
Delhi,12-01-2024,3.4,40.1,37.5,81.4,216.3
Mumbai,12-01-2024,116.8,493.4,43.8,11.4,442.3
Chennai,12-01-2024,445.6,353.1,81.4,26.9,470.2
Kolkata,12-01-2024,277.7,402.7,1.5,94.6,481.7
Bangalore,12-01-2024,245.4,139.5,65.5,87.1,277
Delhi,13-01-2024,256.2,13.5,122.8,84.1,12.6
Mumbai,13-01-2024,70.9,312.4,115,80.1,222.7
Chennai,13-01-2024,308,226.2,42.1,96.4,127.7
Kolkata,13-01-2024,163.8,243.7,106.8,56.8,433.5
Bangalore,13-01-2024,361.4,450.6,139,76.5,430.4
Delhi,14-01-2024,244.6,432.5,35.7,77,424.4
Mumbai,14-01-2024,325.5,48,8.1,57.2,292.1
Chennai,14-01-2024,213.4,137,26.3,88.4,398.5
Kolkata,14-01-2024,372.2,153.8,85.7,26.2,116.5
Bangalore,14-01-2024,205.1,191.6,58.4,86.9,380.3
Delhi,15-01-2024,434.7,470.3,135.6,15,123.8
Mumbai,15-01-2024,8.6,93.9,136.1,57.4,297.6
Chennai,15-01-2024,68.1,287.8,34.5,83.3,413.2
Kolkata,15-01-2024,164.9,72.9,95.3,95,108.5
Bangalore,15-01-2024,344.5,499.6,46.1,48.8,123
Delhi,16-01-2024,228.1,417.1,106.8,69.8,273.6
Mumbai,16-01-2024,117.5,475,77.8,19.7,113.4
Chennai,16-01-2024,203.9,419.4,102.6,98.1,127.4
Kolkata,16-01-2024,303.8,496,59.3,41.7,236.6
Bangalore,16-01-2024,447,510.6,106.2,39.3,69.8
Delhi,17-01-2024,70,93.1,143,86.6,349.5
Mumbai,17-01-2024,435.4,540.7,58.8,3.7,396.5
Chennai,17-01-2024,106.4,360.8,44.8,53.4,121.6
Kolkata,17-01-2024,430.9,273.2,22.6,73.6,53.3
Bangalore,17-01-2024,25.3,77.9,4.8,64.7,446.7
Delhi,18-01-2024,448.3,543,72.8,13.7,224
Mumbai,18-01-2024,69.1,81.8,116.5,54.1,131.2
Chennai,18-01-2024,118.6,535.7,87.4,65.9,379.7
Kolkata,18-01-2024,219.3,255.1,25,52.6,279.8
Bangalore,18-01-2024,499.3,101.4,38,55.9,374.8
Delhi,19-01-2024,371.4,35.2,51.8,77.9,237.2
Mumbai,19-01-2024,305,261,141.4,7.5,391.3
Chennai,19-01-2024,481.4,137.6,105.2,15.6,401.9
Kolkata,19-01-2024,405.8,547,132.8,34.2,100.2
Bangalore,19-01-2024,148.9,216.6,101.6,12.7,233.6
Delhi,20-01-2024,415.1,271.9,1.9,98.4,127.2
Mumbai,20-01-2024,127.1,290.9,41.5,18,319.3
Chennai,20-01-2024,25.7,87.2,19.5,91.5,363.4
Kolkata,20-01-2024,275.4,303.3,131.4,92.6,42
Bangalore,20-01-2024,215.1,110.7,132.5,61.1,11.8
Delhi,21-01-2024,212.8,302.2,91.6,30.9,174.2
Mumbai,21-01-2024,22.3,244,12.1,93.5,98.4
Chennai,21-01-2024,229.8,537.2,75.9,2.5,201.3
Kolkata,21-01-2024,293.7,504.7,23.8,9.4,430.1
Bangalore,21-01-2024,286,424.7,48.1,94.9,173
Delhi,22-01-2024,344.1,61,19.9,13.2,44.8
Mumbai,22-01-2024,295.2,109.3,42.3,70.8,215.3
Chennai,22-01-2024,80.6,590.7,97.9,68,198.1
Kolkata,22-01-2024,333.8,445.8,94.1,40.7,166
Bangalore,22-01-2024,157.3,119.8,58,58,226.6
Delhi,23-01-2024,312,560.8,115.1,32.7,258.8
Mumbai,23-01-2024,300.2,468.1,1.4,84.6,151
Chennai,23-01-2024,310.5,497,47.6,96,234.5
Kolkata,23-01-2024,217.6,477.1,33.8,62.2,397.4
Bangalore,23-01-2024,88.3,434.7,18.3,85,34.5
Delhi,24-01-2024,215.7,471.7,88.7,97.7,307.3
Mumbai,24-01-2024,6.2,453.5,111.3,40.7,390
Chennai,24-01-2024,20.6,193.6,95,35.6,264
Kolkata,24-01-2024,12.5,145.9,0.8,90.1,375.5
Bangalore,24-01-2024,233,448.5,35.8,62.2,455
Delhi,25-01-2024,447.5,244.3,91.3,48.3,76.6
Mumbai,25-01-2024,218.7,218.3,42.5,81.5,303.8
Chennai,25-01-2024,160.2,350.5,137,77.3,173.4
Kolkata,25-01-2024,483.6,116.3,41,91.7,250.8
Bangalore,25-01-2024,95,296.7,62.6,9.2,254
Delhi,26-01-2024,200.3,592,7.7,72.6,298.9
Mumbai,26-01-2024,290.7,177,29.9,63.4,367
Chennai,26-01-2024,418.6,489.5,127.8,35.3,270.5
Kolkata,26-01-2024,283.3,169.2,4.4,55.6,147.8
Bangalore,26-01-2024,70.1,61.2,58.2,87.8,176
Delhi,27-01-2024,351.9,376.9,7,1.3,88.5
Mumbai,27-01-2024,81.9,547,132.6,62.6,95.2
Chennai,27-01-2024,70.9,48.1,48.1,13.1,479.7
Kolkata,27-01-2024,488.6,182.1,142.9,55.4,446.7
Bangalore,27-01-2024,424.2,107.9,123.6,82.3,390.5
Delhi,28-01-2024,42.4,518.6,35.6,27.2,292.9
Mumbai,28-01-2024,82.5,403.3,21.9,99.6,331.9
Chennai,28-01-2024,408.2,354.1,146.4,76.5,109.4
Kolkata,28-01-2024,402.5,69.8,35.3,31.9,478.5
Bangalore,28-01-2024,83.5,60.5,99.7,39.8,98.1
Delhi,29-01-2024,21.6,320.2,13.4,61.2,363
Mumbai,29-01-2024,410.4,561.4,98.3,7.8,410.4
Chennai,29-01-2024,314.8,10.2,67.9,13.3,449.7
Kolkata,29-01-2024,198.4,21.2,24.7,73.4,400.3
Bangalore,29-01-2024,365.4,476,149.5,35.2,251.8
Delhi,30-01-2024,255.4,164.1,64,4.5,117.6
Mumbai,30-01-2024,22.8,169.8,101.3,73,442.2
Chennai,30-01-2024,10.5,138.9,35.4,29.1,479.6
Kolkata,30-01-2024,43.7,30.2,88.8,23.2,199.7
Bangalore,30-01-2024,331.2,228.9,126.1,84.8,382.3
Delhi,31-01-2024,160.2,372.8,102.7,53.4,412.4
Mumbai,31-01-2024,145.4,38.4,35.6,33.2,276.6
Chennai,31-01-2024,383.2,461.8,145.6,87.1,76.1
Kolkata,31-01-2024,327.1,587.9,136.8,24.8,314.7
Bangalore,31-01-2024,284.7,192.7,94.8,7.3,47.4
Delhi,01-02-2024,154.5,186.1,63,49.8,294.9
Mumbai,01-02-2024,204.8,161.4,41.3,36.3,386.7
Chennai,01-02-2024,229.5,350.3,95.2,65.7,324.8
Kolkata,01-02-2024,225.7,302.8,85.9,36.8,453.7
Bangalore,01-02-2024,234.2,411.2,111.6,80.3,484.9
Delhi,02-02-2024,189.1,129.9,97.7,6.6,234.7
Mumbai,02-02-2024,289.9,254.2,104.2,95.8,396.6
Chennai,02-02-2024,249.7,507.4,84.3,16.6,274.8
Kolkata,02-02-2024,304.7,231,43,22.2,344
Bangalore,02-02-2024,260,168,8.4,86.1,295.3
Delhi,03-02-2024,314.4,206.9,125.1,59.6,313.2
Mumbai,03-02-2024,234.1,116.4,141.5,76.8,362.6
Chennai,03-02-2024,221.6,3.6,57.4,55.2,7.3
Kolkata,03-02-2024,314.1,270.6,19.6,31.1,340.2
Bangalore,03-02-2024,175.5,558,74.2,68.8,21.6
Delhi,04-02-2024,435.9,61.4,133.4,74.8,338.9
Mumbai,04-02-2024,472,494.3,9.8,29.8,213.8
Chennai,04-02-2024,39.5,398.6,124,96.8,332.2
Kolkata,04-02-2024,169.8,113.5,103.3,74.4,327.3
Bangalore,04-02-2024,224.6,295.6,102.8,85.5,392.6
Delhi,05-02-2024,216.2,144.7,130.9,79.1,344.6
Mumbai,05-02-2024,169.2,545.8,93.5,93.2,232.4
Chennai,05-02-2024,243.2,180.2,50.9,65.3,20.3
Kolkata,05-02-2024,403.2,127,26.6,73.4,203
Bangalore,05-02-2024,15.8,327.2,27.8,74.9,279.5
Delhi,06-02-2024,132.2,316.1,17.9,68.4,114.8
Mumbai,06-02-2024,446.8,228,23.8,20.2,446.8
Chennai,06-02-2024,90.6,476.4,21.7,71.1,159.9
Kolkata,06-02-2024,21.2,590.6,136.1,45.7,113.7
Bangalore,06-02-2024,81.5,18.9,140.2,22.3,424.3
Delhi,07-02-2024,87.6,541.9,79.3,3.1,155.7
Mumbai,07-02-2024,28.1,458.8,18,87.8,447.2
Chennai,07-02-2024,496.6,492.7,88.7,76.1,447.6
Kolkata,07-02-2024,27.9,418.7,84.7,17.3,223.8
Bangalore,07-02-2024,286.9,88.2,128.4,38.7,176.2
Delhi,08-02-2024,236.4,177,26.9,67.1,342
Mumbai,08-02-2024,204.5,2,127.7,43.5,110.8
Chennai,08-02-2024,276.1,244.6,71.2,31.3,17
Kolkata,08-02-2024,415.8,200.9,68.8,20.6,268.2
Bangalore,08-02-2024,7.2,489,96.7,68,172.5
Delhi,09-02-2024,192.9,481.1,9.7,95.2,296
Mumbai,09-02-2024,62.4,249.7,54.9,75.9,31.7
Chennai,09-02-2024,18.7,230.5,97,70.9,339.2
Kolkata,09-02-2024,346.1,396.9,79.2,59.6,300.8
Bangalore,09-02-2024,28.6,139.3,11.5,67.5,141.6
Delhi,10-02-2024,165.8,157.6,27.8,11.2,260.5
Mumbai,10-02-2024,77.3,377.7,12.1,86.6,99.1
Chennai,10-02-2024,69,420.4,136.7,78.8,68.4
Kolkata,10-02-2024,168.4,176.3,2.1,2.8,51
Bangalore,10-02-2024,171.4,512,106.8,90.7,22.5
Delhi,11-02-2024,20.8,277.3,17.3,70.4,289.7
Mumbai,11-02-2024,268.8,59.5,121.7,68.2,72.1
Chennai,11-02-2024,48.7,313.8,58.6,4.9,486.9
Kolkata,11-02-2024,145.5,372.8,108.4,93.1,362.1
Bangalore,11-02-2024,14.4,229.9,31.9,41.4,277.6
Delhi,12-02-2024,411.3,450,105.3,73.5,295.7
Mumbai,12-02-2024,415.4,143.4,69,77.4,358.6
Chennai,12-02-2024,210,502.2,24,87.2,151.9
Kolkata,12-02-2024,0.8,343.5,113.2,70.1,433.6
Bangalore,12-02-2024,407,250.9,114.1,67.5,211.4
Delhi,13-02-2024,288.9,302.8,124.6,81,328.6
Mumbai,13-02-2024,478,227.3,95.3,14,474.6
Chennai,13-02-2024,332.9,86.9,41.1,4.6,246.4
Kolkata,13-02-2024,205.3,506.7,8.3,68.7,369.9
Bangalore,13-02-2024,471,110.7,5.2,14.6,424.1
Delhi,14-02-2024,129.6,543.5,87.9,30.5,330.3
Mumbai,14-02-2024,179.7,295.8,38.1,4,447.1
Chennai,14-02-2024,394.7,124,7,80.3,225.4
Kolkata,14-02-2024,31.7,346.4,7.2,7.6,87
Bangalore,14-02-2024,388.6,322.6,40.8,11.8,478.3
Delhi,15-02-2024,210.6,103,127.3,15.4,116.8
Mumbai,15-02-2024,378.5,184.8,58,61.9,148.7
Chennai,15-02-2024,387.8,263.9,128.1,94.4,327.2
Kolkata,15-02-2024,242.4,88.1,79.4,41.6,374.1
Bangalore,15-02-2024,483.9,8.6,93.5,64.8,29
Delhi,16-02-2024,161.8,523.6,59.1,70,299.9
Mumbai,16-02-2024,34.4,440.2,15.1,93.3,48.7
Chennai,16-02-2024,450.5,39.5,4.8,11.7,409.8
Kolkata,16-02-2024,271.8,312.1,14.5,22.4,348.4
Bangalore,16-02-2024,93.3,438.4,71.1,89.1,157.2
Delhi,17-02-2024,143.9,167.9,21.1,68.8,167.2
Mumbai,17-02-2024,88.1,412.7,126.2,79.5,114.1
Chennai,17-02-2024,389.2,38.5,149.3,28.2,183.7
Kolkata,17-02-2024,357.9,423.7,20.5,95.1,208.4
Bangalore,17-02-2024,50.2,578.3,135.8,81.8,273.8
Delhi,18-02-2024,292.3,202.6,27.4,7.1,271
Mumbai,18-02-2024,276.3,100.5,82.2,29.4,431
Chennai,18-02-2024,471.5,562,126,75,72.2
Kolkata,18-02-2024,394,133.2,60.5,6.2,498.8
Bangalore,18-02-2024,54.2,2.8,144.1,57.8,122.5
Delhi,19-02-2024,213.4,129.8,145.6,46.9,164.8
Mumbai,19-02-2024,485.7,510.4,37.8,93.4,337.6
Chennai,19-02-2024,407.1,531.1,48.1,85.2,427.2
Kolkata,19-02-2024,9.4,387.6,40.9,91.4,300.6
Bangalore,19-02-2024,475.2,582.1,82.9,82.6,228
Delhi,20-02-2024,441.5,274.9,76.2,44.1,43.4
Mumbai,20-02-2024,80.3,412.3,48.6,90.2,391.6
Chennai,20-02-2024,85,459.3,53.1,99.1,226
Kolkata,20-02-2024,383.1,83.5,60.3,54.4,113.9
Bangalore,20-02-2024,241.7,24.3,47.3,4.9,141.6
Delhi,21-02-2024,329.4,419,68.3,77.7,177.1
Mumbai,21-02-2024,242.3,195.8,1.8,24.5,421
Chennai,21-02-2024,103.8,452.8,23.1,43.3,329.6
Kolkata,21-02-2024,17,61.1,108.9,22,448.5
Bangalore,21-02-2024,138.4,562.4,87.8,65,36.2
Delhi,22-02-2024,207.5,453.9,92.7,78.2,416.9
Mumbai,22-02-2024,349.1,563.9,122.8,26.4,56.1
Chennai,22-02-2024,464.9,113.5,124.8,56.1,374.9
Kolkata,22-02-2024,102.4,588.9,83.4,47.9,355
Bangalore,22-02-2024,243.2,84.5,12.5,73.1,482.1
Delhi,23-02-2024,392,431.9,34.4,34.6,65
Mumbai,23-02-2024,410.3,404.4,46.8,83.2,265
Chennai,23-02-2024,86.9,21.1,115.7,6.4,370.5
Kolkata,23-02-2024,466.2,126.6,85.5,15.1,242
Bangalore,23-02-2024,365.4,396.1,41.4,50.7,314.3
Delhi,24-02-2024,163.7,347.6,15,50.8,121.3
Mumbai,24-02-2024,70.6,103.6,53.2,8,455.1
Chennai,24-02-2024,354.6,495.9,17.2,84.7,402.1
Kolkata,24-02-2024,435.8,446.1,92.8,90.9,216.6
Bangalore,24-02-2024,456.1,120.2,142.9,13.4,266.9
Delhi,25-02-2024,357.3,362.2,106.2,87.4,46.7
Mumbai,25-02-2024,241.8,118.2,16.9,4.5,80.6
Chennai,25-02-2024,369,24.8,77.9,53.7,430.4
Kolkata,25-02-2024,60.6,406.9,40.1,63.2,251.5
Bangalore,25-02-2024,395.7,543.2,114.3,90.1,200.4
Delhi,26-02-2024,66.4,4.1,14.7,19.6,51.2
Mumbai,26-02-2024,6.9,270.4,54.3,31.3,232
Chennai,26-02-2024,498.6,139.6,110,44.5,50.2
Kolkata,26-02-2024,164.1,154.5,105.6,51.7,189.4
Bangalore,26-02-2024,275.9,338.7,67.9,44.7,383.7
Delhi,27-02-2024,476.9,285.2,41.6,57,287.3
Mumbai,27-02-2024,482.4,229.2,94.3,64.2,464.3
Chennai,27-02-2024,3.3,557.3,78,2,226.6
Kolkata,27-02-2024,495.6,2.6,23.3,45.9,77.1
Bangalore,27-02-2024,344.8,26.1,132.9,31.7,367.4
Delhi,28-02-2024,221.7,437.1,78.9,95.5,77.9
Mumbai,28-02-2024,152.9,435.7,45.7,14.5,409.7
Chennai,28-02-2024,30.1,480,65,60.3,46.9
Kolkata,28-02-2024,291.7,470.2,107.1,85.7,394.4
Bangalore,28-02-2024,229.4,138.6,144.5,86.3,258.7
Delhi,29-02-2024,317.7,489.5,62.7,87.2,146.1
Mumbai,29-02-2024,14.3,472.1,142.9,19,223
Chennai,29-02-2024,196.2,145.9,94.9,30.8,263.2
Kolkata,29-02-2024,251.3,387.1,121,32.5,467.4
Bangalore,29-02-2024,122.2,292,90.8,80.1,72.8
Delhi,01-03-2024,150.2,320.8,141.8,24.5,312
Mumbai,01-03-2024,216.7,357.6,109.3,45.2,301.3
Chennai,01-03-2024,293.4,173.1,25,62.8,85.7
Kolkata,01-03-2024,16,469.2,130.1,81.9,199
Bangalore,01-03-2024,157,533.6,116.2,99.7,129
Delhi,02-03-2024,277.8,114.2,115.2,46.5,406.2
Mumbai,02-03-2024,253.9,247,48.4,32.4,371.3
Chennai,02-03-2024,225.4,3.7,32.9,11.8,255.2
Kolkata,02-03-2024,366.5,533.7,123.6,23.7,475.4
Bangalore,02-03-2024,348.2,58.1,82.9,80.4,218.9
Delhi,03-03-2024,62,190.6,42.7,88.6,26.4
Mumbai,03-03-2024,117.6,75.8,122.3,76.6,145.1
Chennai,03-03-2024,418.3,468.4,58.9,38,190.2
Kolkata,03-03-2024,305.3,449.4,106.3,55.3,269
Bangalore,03-03-2024,164.9,63.2,91.7,82.6,415.8
Delhi,04-03-2024,489.3,354.5,67.6,50,472.5
Mumbai,04-03-2024,340.5,333.4,109.3,71.8,391.7
Chennai,04-03-2024,492.4,127.2,143.9,55.6,315.9
Kolkata,04-03-2024,249.1,574.4,112.1,14.8,269.3
Bangalore,04-03-2024,362.7,552.9,95.8,22.7,48.4
Delhi,05-03-2024,383.5,116.9,25.5,32.9,254.8
Mumbai,05-03-2024,401.9,21.6,94.8,1.3,491.1
Chennai,05-03-2024,271.3,258.9,39.5,39.3,55.1
Kolkata,05-03-2024,495.5,42,139.9,5,271.6
Bangalore,05-03-2024,271,124.6,84.6,48.5,99.8
Delhi,06-03-2024,156.7,89.4,141,43,50.4
Mumbai,06-03-2024,489.3,387.8,96.2,28.9,368.5
Chennai,06-03-2024,324.7,48.7,65.1,21.1,324
Kolkata,06-03-2024,457.7,493.2,19.2,61.6,438.6
Bangalore,06-03-2024,96.6,17.3,105.2,72.2,35.4
Delhi,07-03-2024,217.4,291.1,24.6,62.3,63.7
Mumbai,07-03-2024,241.7,160.8,127.6,15.4,396.9
Chennai,07-03-2024,157.7,463.2,58.4,94.7,170.8
Kolkata,07-03-2024,100,424.4,83.3,36.1,369.1
Bangalore,07-03-2024,148.3,373.9,80.3,19.3,122.7
Delhi,08-03-2024,42.1,580.4,147.1,65.2,88.9
Mumbai,08-03-2024,426.7,567,33.9,46.8,160
Chennai,08-03-2024,19,369.9,30.7,34.1,341.7
Kolkata,08-03-2024,15.6,280.5,127.7,47.2,498.6
Bangalore,08-03-2024,340.3,115.7,122.9,51,260.5
Delhi,09-03-2024,32.1,68.2,43.7,13.3,271.3
Mumbai,09-03-2024,202.1,317.2,24.2,93.7,372.4
Chennai,09-03-2024,344.6,94.1,52.7,90.1,402.9
Kolkata,09-03-2024,316.1,267.1,129.8,72.6,305.1
Bangalore,09-03-2024,432.7,376,32.1,87.1,481.8
Delhi,10-03-2024,263,108.6,145.3,38.3,433.4
Mumbai,10-03-2024,233.3,249,88.8,12,415.2
Chennai,10-03-2024,352.8,198.6,54.6,36.9,327.8
Kolkata,10-03-2024,258.9,583.2,31.6,9.9,341
Bangalore,10-03-2024,378.5,132.9,103,66.3,294.5
Delhi,11-03-2024,222.7,279.9,102.4,1.1,266.8
Mumbai,11-03-2024,190.7,411.1,4.7,97.6,72.8
Chennai,11-03-2024,393.3,517.8,25.8,2.2,308.7
Kolkata,11-03-2024,292.1,359.6,119.3,20.1,185.6
Bangalore,11-03-2024,238,97.1,83.5,90.1,192.4
Delhi,12-03-2024,160.7,367.7,119,58.5,234.4
Mumbai,12-03-2024,354.9,397.4,59.1,12.4,115.4
Chennai,12-03-2024,131.5,334.1,82.5,0.4,111.7
Kolkata,12-03-2024,267.3,488.9,57.9,7.8,273.8
Bangalore,12-03-2024,395.1,17,41.1,32.3,82.3
Delhi,13-03-2024,177.6,169,81.3,53.6,453.7
Mumbai,13-03-2024,201.4,258,139.1,69.7,429.3
Chennai,13-03-2024,346.9,534.3,113.1,25.1,356.4
Kolkata,13-03-2024,324.4,549.7,133.7,9.3,8.6
Bangalore,13-03-2024,217.9,408,138.3,64.1,233.2
Delhi,14-03-2024,72.2,35.6,103.4,50.2,483.7
Mumbai,14-03-2024,238.5,112.5,105.5,92.4,397.1
Chennai,14-03-2024,233,266.7,134.7,69.5,75.3
Kolkata,14-03-2024,202,299.3,84.6,96.2,148
Bangalore,14-03-2024,413.8,169.7,62.9,33.7,486
Delhi,15-03-2024,486.1,426.6,135.6,14.5,322.6
Mumbai,15-03-2024,324.7,2.3,80,47.3,60.6
Chennai,15-03-2024,277.3,424.9,79.1,77.6,89.4
Kolkata,15-03-2024,144.9,592.9,120.3,39.7,128.8
Bangalore,15-03-2024,216,536.1,71.9,43,134.2
Delhi,16-03-2024,487.2,148,14.5,65.3,175.4
Mumbai,16-03-2024,491.7,367.8,10.4,37.9,294
Chennai,16-03-2024,388.1,496.8,109.6,12.5,68
Kolkata,16-03-2024,458.5,304.9,86.3,79.2,496.4
Bangalore,16-03-2024,443.6,234,95,19.5,159.1
Delhi,17-03-2024,421.3,56.6,81.3,29.4,376.9
Mumbai,17-03-2024,217.2,224.5,119.6,29.7,109.8
Chennai,17-03-2024,496.2,351.9,81.9,29.7,302.7
Kolkata,17-03-2024,160.8,8.2,148.5,82.8,419.6
Bangalore,17-03-2024,487.3,204.1,140.4,72.1,144.7
Delhi,18-03-2024,471,130.8,46.6,27.3,137.1
Mumbai,18-03-2024,179.9,558.5,57,77.9,291.5
Chennai,18-03-2024,291.9,489.9,128.1,88.6,466
Kolkata,18-03-2024,219.1,35.8,89.1,66.6,201.3
Bangalore,18-03-2024,114.1,33.5,83.5,82.4,280.6
Delhi,19-03-2024,226.3,101.5,12.6,46.7,24
Mumbai,19-03-2024,129.8,229.1,137.9,72,407.1
Chennai,19-03-2024,238.8,285.4,49.9,22,22.3
Kolkata,19-03-2024,398.3,491.6,113.3,0.5,111.9
Bangalore,19-03-2024,431.8,296.7,10.3,81,103.8
Delhi,20-03-2024,436.8,148.6,90.5,80.3,93.3
Mumbai,20-03-2024,425.4,486.3,17.4,56.4,420.8
Chennai,20-03-2024,190,143.5,9.5,23.5,105
Kolkata,20-03-2024,98.6,559.7,84.8,57.4,165.3
Bangalore,20-03-2024,176.6,58.4,137.8,0,238.3
Delhi,21-03-2024,199,230.3,70.8,17.6,355
Mumbai,21-03-2024,166.5,566.1,88.5,76.1,419.5
Chennai,21-03-2024,383.1,111.6,140.1,41.2,297
Kolkata,21-03-2024,474.5,236.3,145.9,32.2,474.1
Bangalore,21-03-2024,131.1,139.2,148.2,99.2,453.4
Delhi,22-03-2024,115.2,319.4,51.4,15.8,398.7
Mumbai,22-03-2024,30.6,25.6,63.3,48.3,282.7
Chennai,22-03-2024,392,241.2,31.1,32.4,286.5
Kolkata,22-03-2024,247.5,232.8,11.7,41.4,291.9
Bangalore,22-03-2024,178.6,485.9,59.1,37.8,304.7
Delhi,23-03-2024,265.6,225.9,147.5,99.3,486.7
Mumbai,23-03-2024,452.8,339.1,101.2,39,319
Chennai,23-03-2024,113.8,52.7,1.7,84.6,297
Kolkata,23-03-2024,200.5,572.2,125.3,34.3,385.9
Bangalore,23-03-2024,255.5,7.2,69.1,88.9,17.7
Delhi,24-03-2024,54.2,450.5,1.2,6.4,184
Mumbai,24-03-2024,65.2,160.6,135.2,70.5,306.1
Chennai,24-03-2024,85.4,301.8,37.2,51,76.5
Kolkata,24-03-2024,383.6,107.7,111,28.4,49.5
Bangalore,24-03-2024,15.4,44.9,85.3,69.9,135.2
Delhi,25-03-2024,322.8,129.4,34.5,6.2,458.5
Mumbai,25-03-2024,281,497.4,71,66,393.9
Chennai,25-03-2024,166.8,271.6,2.5,48.1,466.1
Kolkata,25-03-2024,316.3,304.5,91.9,15.1,174.6
Bangalore,25-03-2024,348.4,184.8,31,39.4,137.9
Delhi,26-03-2024,383.1,209.2,57,16.6,132.8
Mumbai,26-03-2024,159.5,132.6,45.7,90.6,21.4
Chennai,26-03-2024,330,167.1,5.1,13.3,355.6
Kolkata,26-03-2024,256.6,254,135.6,72.1,447.7
Bangalore,26-03-2024,378.7,362.9,64.8,54.9,19
Delhi,27-03-2024,247.3,580.9,111.7,40.2,9.6
Mumbai,27-03-2024,45.7,527.7,96,74.5,238.7
Chennai,27-03-2024,117.9,540,140.3,59.9,372.1
Kolkata,27-03-2024,239.8,143.8,60.5,20.2,273.4
Bangalore,27-03-2024,106.4,374.6,3.9,37.1,228.6
Delhi,28-03-2024,285.3,6.8,81.4,49.2,377.4
Mumbai,28-03-2024,458.8,479.8,90.7,43.7,157.9
Chennai,28-03-2024,213.3,301,85,13.3,35.4
Kolkata,28-03-2024,449.2,234.8,35.6,80.9,145.1
Bangalore,28-03-2024,269.6,532.6,44.4,62.9,208
Delhi,29-03-2024,192.1,17.1,123,53.1,246.1
Mumbai,29-03-2024,193.7,78.4,104,5.9,21.9
Chennai,29-03-2024,246.1,187,88.2,58.3,143
Kolkata,29-03-2024,129.7,160.7,101.1,49.2,219.1
Bangalore,29-03-2024,82.3,247.1,90.7,45,348
Delhi,30-03-2024,357.8,179.9,112.1,34.5,386.7
Mumbai,30-03-2024,382.3,531.3,89,32.9,285.4
Chennai,30-03-2024,173.6,513.1,83.8,21.9,151
Kolkata,30-03-2024,435,182.2,80.3,99.5,450.9
Bangalore,30-03-2024,172.2,550.6,113.5,41.4,43.8
Delhi,31-03-2024,191.4,567.1,19.8,58.4,340
Mumbai,31-03-2024,443.8,438.7,109,31.6,373.4
Chennai,31-03-2024,264.2,263.3,144.2,59,364
Kolkata,31-03-2024,241.2,94,9.6,44.1,462.1
Bangalore,31-03-2024,283.4,165.9,13.7,22.8,434.7
Delhi,01-04-2024,397.2,264,121.3,37.6,32.6
